Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,female_maturity_days,male_maturity_days,gestation_incubation_days,weaning_days,litter_clutch_size,litters_clutches_per_year,inter_repro_interval_days,birth_wt_g,weaning_wt_g,adult_wt_g,growth_rate_1_over_days,max_longevity_years,Source,data_quality,body_mass_g,temperature_K
Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,1703,NA,158,307,1.5,0.6,671,239.7,1000,2642.5,NA,46,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,NA,NA,NA,108,1,NA,NA,221,NA,4702.5,NA,27,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,L'hoest's monkey,NA,NA,NA,NA,1,0.8,485,NA,NA,4700,NA,24.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Allochrocebus,preussi,Preuss's monkey,NA,NA,NA,NA,1,NA,NA,NA,NA,5250,NA,26,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,agilis,Agile mangabey,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,31,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,973,NA,167,NA,1,0.9,457,NA,NA,9492.5,NA,46,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,1642,NA,147,182,1,0.7,540,371,NA,3705,NA,31.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,1095,NA,180,365,1,NA,NA,NA,NA,3600,NA,30,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,1460,NA,172,365,1,0.4,821,340,NA,3585,NA,36,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,diana,Diana monkey,1962,NA,NA,365,1,1,365,475,NA,4550,NA,35.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Red-bellied monkey,NA,NA,NA,NA,1,NA,NA,NA,NA,3250,NA,24,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,hamlyni,Owl-faced monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,4425,NA,28.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,1673,1673,132,315,1,0.5,515,366.4,NA,9000,NA,37.8,671,acceptable,8648.7,310.65
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,mona,Mona monkey,NA,NA,NA,NA,1,NA,NA,284,NA,4500,NA,30,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,1611,2555,177,395,1,1,365,260,1640,5945,NA,30.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,1460,NA,172,NA,1,0.5,719,406,NA,5465,NA,31,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,petaurista,Lesser white-nosed monkey,NA,NA,NA,NA,1,NA,NA,NA,NA,3650,NA,29,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,1460,NA,165,NA,1,0.5,730,340,NA,3580,NA,27,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,wolfi,Wolf's monkey,NA,NA,NA,NA,1,NA,NA,435,NA,3390,NA,24,"John Gramieri, pers. comm.",acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,1034,1825,162,182,1,1,357,314,1036,5620,NA,30.8,671,acceptable,NA,309.95
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Angolan colobus,NA,NA,NA,NA,1,NA,NA,NA,NA,8625,NA,35.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,1461,2192,175,377,1,1,365,397.8,1600,9950,NA,35,671,high,10623.6,310.15
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,1642,730,185,270,1,0.6,442,708.5,1240,9525,NA,33.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,956,1400,167,162,1,1,357,504.5,1950,7750,NA,28.3,671,acceptable,3000,312.45
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,1460,NA,181,233,1,0.4,584,425,2170,9317.5,NA,36,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,1186,2099,177,299,1,0.6,558,479,2300,9275,NA,29.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Assam macaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,NA,31.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,1238,1544,165,242,1,0.9,431,320,848.4,6362.5,NA,39,671,acceptable,NA,310.75
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,1483,1369,174,366,1.5,0.5,514,496,1767,8882.5,NA,38.5,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,1825,NA,165,507,1,0.6,669,389.5,NA,5575,NA,33,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,1231,2007,165,292,1,1,444,464,1454,8235,0.0012,40,1074,high,NA,310.45
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,1125,1095,172,324,1,0.8,405,462.5,1416.5,7912.5,0.0015,37.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,1490,NA,176,365,1,0.7,540,461,NA,7965,NA,34,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,ochreata,Booted macaque,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,NA,29,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,1295,1795,161,304,1,1,365,394,2000,6755,NA,30,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,1429,2511,176,365,1,0.7,503,407,NA,7875,NA,40,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,1460,NA,152,396,1,0.7,547,446,NA,4370,NA,29.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,1399,2007,164,213,1.5,1,365,450,2420,10875,NA,29.1,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque,NA,NA,170,571,1,0.5,730,525,2400,10300,NA,27,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,NA,NA,173,NA,NA,NA,NA,NA,NA,11950,NA,28.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,1277,NA,179,487,1,0.8,448,772,NA,18250,NA,39,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,1186,NA,173,354,1,0.8,532,613,3000,23000,NA,40,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin,1395,2008,169,130,1,1,1096,203.8,450,1384.5,NA,27.7,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,1460,NA,166,213,1.25,0.7,540,490,2000,14617.5,0.0018,25.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,1514,1762,171,300,1,0.8,568,814,3950,18000,0.0026,37.5,671,high,12670.8,311.15
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Mitred leaf monkey,NA,NA,NA,NA,1,NA,NA,NA,NA,6540,NA,20,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur,1460,NA,171,330,1,1,365,393.5,NA,9720,NA,26,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,NA,NA,199,NA,1,NA,NA,NA,NA,14750,NA,29.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,1162,1886,192,342,1,0.7,514,500,2100,13516.5,NA,29,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,johnii,Hooded leaf monkey,NA,NA,NA,NA,1,NA,NA,NA,NA,12000,NA,34,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,1278,NA,211,250,1,0.4,784,432.33,1100,7081.8,NA,26.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,1391,2190,168,433,1,0.5,740,464,3900,16200,NA,36,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Javan langur,NA,NA,NA,NA,NA,NA,NA,NA,NA,9720,NA,31.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,cristatus,Silvered leaf monkey,1461,NA,NA,365,1,NA,NA,NA,NA,6185,NA,28.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,Fran?ois's leaf monkey,1460,NA,NA,398,NA,NA,NA,457,NA,7325,NA,26.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,1461,NA,145,365,1,0.5,NA,300,NA,7080,NA,33.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,NA,NA,167,309,1,0.8,456,NA,NA,8400,NA,28.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,pileatus,Capped leaf monkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,11450,NA,25.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,365,NA,61,NA,22.2,1,365,19,NA,380,NA,29,1301,acceptable,300,311.15
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Gray mouse lemur,243,243,61,37,2,1,73,6,NA,64.8,0.0362,18.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Mirza,coquereli,Giant mouse lemur,312,275,89,136,1.8,1,365,14.8,NA,311.2,NA,17.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Phaner,furcifer,Fork-marked lemur,NA,NA,174,NA,1,NA,NA,NA,NA,400,NA,25,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,882,NA,165,NA,1,1,760,109,NA,2277.5,NA,32.3,1301,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,moholi,South African galago,146,372,124,NA,1.4,2,182,12.3,NA,169.2,NA,16.6,671,acceptable,170,NA
Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,Senegal galago,240,300,126,89,1.5,2,225,12.2,100,192.2,0.0169,17.1,671,acceptable,171.5,311.05
Animalia,Chordata,Mammalia,Primates,Galagidae,Galagoides,demidoff,Demidoff's galago,256,270,111,50,1.1,1,365,7.5,NA,60,NA,13.4,671,acceptable,62.4,NA
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,crassicaudatus,Greater galago,495,639,130,138,1.5,1,119,43.2,500,1094.5,NA,22.7,671,acceptable,993.5,309.75
Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,garnettii,Small-eared galago,600,600,132,140,1,1.4,365,46,NA,1300,NA,20,1301,acceptable,1314,309.15
Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,Gorilla,2829,4015,256,834,1,0.3,1397,2061.4,12595,139842,8e-04,60.1,1151,acceptable,NA,308.65
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,sapiens,Human,4745,5110,280,639,1,0.3,639,3312.5,11750,62035,5e-04,122.5,29,high,70000,310.15
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,paniscus,Pygmy chimpanzee or bonobo,3194,NA,232,635,1,0.2,1825,1331,8500,39925,NA,55,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,3376,2920,229,1111,1,0.2,840,1821,8500,44983.5,7e-04,59.4,671,acceptable,NA,308.85
Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Orangutan,2555,2555,249,1003,1,0.2,1414,1736.5,11000,64475,9e-04,59,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,hoolock,Hoolock gibbon,2556,NA,NA,709,1,0.3,1080,NA,NA,6875,NA,41,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,agilis,Agile gibbon,NA,NA,NA,724,1,0.3,1138,NA,NA,5925,NA,49,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,klossii,Kloss's gibbon,NA,NA,213,335,1,0.4,NA,NA,NA,5900,NA,37,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,lar,White-handed gibbon,2555,1825,217,600,1,0.5,1095,307.2,1070,6810,0.002,56,"John Gramieri, pers. comm.",high,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,moloch,Silvery gibbon,NA,NA,243,724,1,0.4,730,NA,NA,6207.5,NA,45,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,muelleri,Borneo gibbon,NA,NA,207,NA,1,NA,1080,NA,NA,5765,NA,60,1079,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Pileated gibbon,NA,NA,228,NA,1,NA,NA,NA,NA,5735,NA,38,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,concolor,Crested gibbon,3080,NA,207,724,1,NA,821,NA,NA,6852.5,NA,46.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,leucogenys,White-cheeked gibbon,NA,NA,NA,NA,NA,NA,NA,497,NA,6000,NA,44.1,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Hylobatidae,Symphalangus,syndactylus,Siamang,2190,2190,231,642,1,0.4,607,517,NA,10900,NA,43,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Verreaux's sifaka,912,912,148,150,1,1,537,72.25,NA,5000,NA,31,1091,acceptable,3350,309.15
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,coronatus,Crowned lemur,608,NA,126,NA,1.24,1,NA,70,NA,1645,NA,27,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Brown lemur,509,633,118,NA,1.1,2,548,73,NA,2485,NA,35.5,671,acceptable,2374.1,309.65
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,macaco,Black lemur,540,266,120,NA,1.4,1,365,70.1,NA,2467,NA,37.5,"Thomas Brockmann, pers. comm.",acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,mongoz,Mongoose lemur,650,1065,120,NA,1,1,NA,62,NA,1555,NA,36.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied lemur,646,1350,120,NA,1,NA,NA,76.5,NA,2191.5,NA,31.7,1301,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,griseus,Bamboo lemur,880,1346,145,NA,1.1,1.1,335,50.4,NA,1012.5,NA,23.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur,catta,Ring-tailed lemur,595,912,135,152,1.1,0.9,365,70.6,NA,2555,NA,37.3,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,simus,Greater bamboo lemur,NA,NA,142,NA,1,1,NA,NA,NA,1737.5,NA,17.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,rubra,Red ruffed lemur,609,650,98,NA,2.2,NA,NA,109.73,NA,3601.3,NA,37.5,1301,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lemuridae,Varecia,variegata,Ruffed lemur,605,649,98,NA,1.9,1,365,107.17,NA,3482.3,NA,39.4,1301,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Lorisidae,Arctocebus,calabarensis,Calabar angwantibo,279,270,133,115,1,1.5,137,26.1,160,257.5,0.0061,13,671,acceptable,206,309.15
Animalia,Chordata,Mammalia,Primates,Lorisidae,Loris,tardigradus,Slender loris,380,365,166,150,1.3,1.5,288,11,139,238.2,NA,21.6,1301,acceptable,284,308.65
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,coucang,Slow loris,578,NA,188,177,1,1,492,48.2,520,890.5,NA,25.8,671,acceptable,1128.6,308.55
Animalia,Chordata,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,273,NA,188,133,2,NA,448,23,NA,419,NA,19.3,1301,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Potto,547,547,170,NA,1,1,354,38.3,NA,919.9,0.0125,32.4,1301,acceptable,968.6,309.25
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,calvus,Red uakari,1204,NA,182,639,1,0.5,776,NA,NA,3165,NA,35.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,albinasus,White-nosed bearded saki,1460,NA,160,NA,1,NA,NA,NA,NA,2910,NA,20,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,satanas,Brown-bearded saki,1460,NA,160,NA,1,NA,NA,NA,NA,2942.5,NA,19.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,monachus,Monk saki,NA,NA,NA,NA,1,NA,NA,120.67,NA,1780,NA,25,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,pithecia,Guianan saki,775,1460,158,122,1,1,319,NA,NA,1480,NA,36,671,high,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,cupreus,Coppery titi,NA,NA,132,206,1,0.9,395,74,NA,1120,NA,26.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,donacophilus,Bolivian titi,NA,NA,NA,NA,1,NA,NA,NA,NA,795,NA,25,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,moloch,Dusky titi,912,NA,163,244,1,1,365,86,NA,804,NA,26.2,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Carlito,syrichta,Philippine tarsier,NA,NA,179,83,1,NA,NA,25.9,NA,119.2,NA,16,671,acceptable,113,306.95
Animalia,Chordata,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Western tarsier,920,NA,178,80,1,1.5,270,24.6,NA,122.5,NA,16.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asiatic elephant,3287,3287,644,548,1,0.2,1141,107000,NA,3178000,NA,65.5,671,acceptable,3672000,308.95
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African bush elephant,4018,3650,670,1071,1,0.2,1707,105000,6e+05,4800000,3e-04,65,671,acceptable,NA,309.35
Animalia,Chordata,Mammalia,Rodentia,Abrocomidae,Abrocoma,bennettii,Bennett's chinchilla rat,NA,NA,NA,NA,3,2,NA,NA,NA,265.5,NA,2.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,anselli,Ansell's mole-rat,365,365,NA,NA,NA,NA,NA,NA,NA,90,0.006,20.6,"Philip Dammann and Hynek Burda, pers. comm.",acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,damarensis,Damaraland mole-rat,511,NA,93,83,2.5,1,NA,9,NA,180,NA,15.5,"Bruce Goldman, pers. comm.",acceptable,131.3,308.35
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228,NA,70,36,7,3.5,81,2,11,35,0.0046,31,"Rochelle Buffenstein, pers. comm.",high,35.3,305.25
Animalia,Chordata,Mammalia,Rodentia,Calomyscidae,Calomyscus,bailwardi,Mouse-like hamster,NA,NA,NA,NA,3.3,1,NA,NA,NA,20.4,NA,9.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's hutia,304,304,125,100,2,NA,NA,240,NA,4683.3,0.008,13.8,671,acceptable,2630,308.85
Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Brown's hutia,365,NA,123,NA,2,2,168,NA,NA,1500,NA,13.5,671,acceptable,2456,309.15
Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,NA,NA,119,NA,1,NA,NA,105.85,NA,1267,0.0092,15.9,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,canadensis,American beaver,639,639,128,60,3.5,1,365,430,NA,20250,NA,23.4,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian guinea pig,74,77,63,17,2.5,5,NA,59.66,171.1,341,NA,6,671,high,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,porcellus,Guinea pig,66,76,68,18,3.8,5,96,85,228,728,0.0106,12,"J. Veronica Kiklevich, pers. comm.",high,639.1,312.15
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,tschudii,Montane guinea pig,62,NA,64,NA,1.9,5,NA,NA,NA,637.5,NA,6.3,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian mara,158,183,85,65,2,3.5,100,561.94,NA,12500,NA,14.4,671,high,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,musteloides,Common yellow-toothed cavy,66,60,54,39,2.63,7,53,37.99,136.8,337.9,0.0181,3.5,671,acceptable,322,310.45
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's yellow-toothed cavy,70,112,53,42,2.5,6.5,53,40,NA,450,NA,4.6,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,456,456,150,103,4.8,1.25,245,1500,8299,55000,NA,15.1,671,high,26385,310.25
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,151,NA,75,35,1.5,5,86,76,NA,950,NA,12.9,671,acceptable,801,311.35
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240,240,111,54,2,2,NA,35,NA,642.5,NA,17.2,671,acceptable,436.7,307.85
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Mountain viscacha,NA,NA,134,NA,1.5,NA,NA,260,NA,1540,NA,19.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,258,456,154,54,2,1.8,NA,200,652.2,6000,NA,10.8,671,acceptable,6794,309.95
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,semicanus,Mongolian silver vole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,European water vole,51,45,21,14,5.1,3.2,32,5,42,120,0.0573,2.5,671,acceptable,94.7,310.65
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,taylori,Northern pygmy mouse,44,75,20,21,3,10,24,1.2,3.6,8,0.0425,3.3,637,acceptable,7.2,309.15
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,barabensis,Striped dwarf hamster,NA,NA,NA,20,5.3,NA,NA,2,14,NA,NA,5.3,671,acceptable,NA,310.05
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,Black-bellied hamster,43,56,20,23,7,2,131,7,105,506.7,NA,3.6,671,acceptable,365.3,312.65
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,40,85,20,16,3.4,8.5,26,4.35,23,66,0.0402,3.3,434,acceptable,56.8,311.55
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius,talpinus,Northern mole vole,NA,NA,26,NA,3.7,4,35,NA,NA,40,NA,5,1155,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe lemming,38,44,20,21,4.5,5,25,1.35,5.8,20.3,NA,3.8,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lasiopodomys,brandtii,Brandt's vole,61,NA,NA,NA,6,2.7,NA,1.9,NA,40,NA,4.1,671,acceptable,40.2,NA
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway lemming,24,44,19,15,7,2.5,26,3.8,NA,70,0.022,3.3,671,acceptable,80,310.95
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lophiomys,imhausi,Crested rat,NA,NA,NA,40,1.75,NA,NA,NA,NA,755,NA,7.5,671,acceptable,NA,NA
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden hamster,48,48,16,20,9,3,NA,2.45,22.93,105,0.0574,3.9,671,acceptable,108.2,311.25
